Group.1;Group.2;x
Car190279-2019-Pass2-Z1-U1-1_tdauda.txt;Asiotu;0.73
Car210997-2019-Pass1-A2-20190630_tdauda.txt;Asiotu;0.454
Car300624-2019-Pass1-Z2-BL08-Aig_tdauda.txt;Asiotu;0.157
Car340099-2017-Pass1-Z4-Gazipasa_tdauda.txt;Asiotu;0.395
Car340729-2019-Pass2-Z1-327_tdauda.txt;Asiotu;0.445
Car371061-2020-Pass1-Z1-PaRecPR414734_tdauda.txt;Asiotu;0.972
Car371329-2017-Pass1-Z1-VC1-016611_tdauda.txt;Asiotu;0.236
Car041499-2016-Pass1-Z1-US2102-015652_tdauda.txt;Athnoc;0.781
Car120815-2020-Pass1-Z1-BERTHPR553463_tdauda.txt;Athnoc;0.95
Car060940-2018-Pass1-Z1-SMXUS_tdauda.txt;Aytful;0.223
Car251175-2017-Pass1-Z1-BatLog_tdauda.txt;Aytful;0.369
Car160041-2019-Pass1-Z1-VestasV110_tdauda.txt;Bracan;0.8
Car331051-2020-Pass1-Z1-VC1-1_tdauda.txt;Bracan;0.387
Car340133-2020-Pass1-Z14-9388_tdauda.txt;Bracan;0.585
Car030612-2019-Pass2-Z1-014864-GYEON_tdauda.txt;Bubbub;0.468
Car100825-2019-Pass1-Z1-AM20-0_tdauda.txt;Bubbub;0.71
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Bubbub;0.342
Car120815-2020-Pass1-Z1-BERTHPR553463_tdauda.txt;Bubbub;0.632
Car131212-2017-Pass1-Z1-MC1-1627_tdauda.txt;Bubbub;0.878
Car151280-2018-Pass1-H2-0_tdauda.txt;Bubbub;0.351
Car160041-2019-Pass1-Z1-VestasV110_tdauda.txt;Bubbub;0.442
Car170117-2019-Pass2-Z1-1-D500n4_tdauda.txt;Bubbub;0.712
Car171694-2018-Pass1-Z3-3B3A-SM306162_tdauda.txt;Bubbub;0.238
Car201600-2016-Pass1-Z2-VC2-016817-AJJAC_tdauda.txt;Bubbub;0.95
Car220613-2015-Pass1-Z1-M-TEB504-003760_tdauda.txt;Bubbub;0.748
Car221112-2015-Pass1-Z2-I-HB2007-017598_tdauda.txt;Bubbub;0.793
Car291608-2020-Pass1-Z1-009870-SAUSS_tdauda.txt;Bubbub;0.237
Car291658-2019-Pass2-Z1-003760_tdauda.txt;Bubbub;0.887
Car300021-2018-Pass2-Z1-017334-017334_tdauda.txt;Bubbub;0.549
Car340099-2017-Pass1-Z4-Gazipasa_tdauda.txt;Bubbub;0.955
Car340331-2017-Pass2-Z3-017933_tdauda.txt;Bubbub;0.815
Car340729-2019-Pass2-Z1-327_tdauda.txt;Bubbub;0.989
Car371329-2017-Pass1-Z1-VC1-016611_tdauda.txt;Bubbub;0.319
Car191392-2017-Pass2-Z2-VC3-016647-BVE_tdauda.txt;Bubibi;0.464
Car371329-2017-Pass1-Z1-VC1-016611_tdauda.txt;Buroed;0.229
Car041499-2016-Pass1-Z1-US2102-015652_tdauda.txt;Butbut;0.468
Car060940-2018-Pass1-Z1-SMXUS_tdauda.txt;Butbut;0.859
Car071106-2019-Pass2-A2-VC05SM400005_tdauda.txt;Butbut;0.423
Car071285-2020-Pass1-C1-VC1-S4U02342_tdauda.txt;Butbut;0.535
Car071286-2020-Pass1-C1-VC1-S4U10690_tdauda.txt;Butbut;0.762
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Butbut;0.805
Car170117-2019-Pass2-Z1-1-D500n4_tdauda.txt;Butbut;0.333
Car170818-2016-Pass1-Z19-MU101535-SM303365_tdauda.txt;Butbut;0.151
Car171619-2019-Pass1-Z2-1-S4U05038_tdauda.txt;Butbut;0.49
Car190279-2019-Pass2-Z1-U1-1_tdauda.txt;Butbut;0.983
Car200014-2018-Pass2-Z2-017607_tdauda.txt;Butbut;0.165
Car210997-2019-Pass1-A2-20190630_tdauda.txt;Butbut;0.983
Car220613-2015-Pass1-Z1-M-TEB504-003760_tdauda.txt;Butbut;0.323
Car260543-2018-Pass1-Z8-VC5-SM400005_tdauda.txt;Butbut;0.225
Car291658-2019-Pass2-Z1-003760_tdauda.txt;Butbut;0.144
Car331051-2020-Pass1-Z1-VC1-1_tdauda.txt;Butbut;0.238
Car340099-2017-Pass1-Z4-Gazipasa_tdauda.txt;Butbut;0.381
Car340133-2018-Pass1-Z16-1623-1263-0_tdauda.txt;Butbut;0.374
Car340133-2020-Pass1-Z14-9388_tdauda.txt;Butbut;0.368
Car340166-2019-Pass1-Z4-1715-0_tdauda.txt;Butbut;0.449
Car340240-2015-Pass1-Z1-34GUI5-1_tdauda.txt;Butbut;0.981
Car340247-2019-Pass1-Z9-015652-ETOIL_tdauda.txt;Butbut;0.205
Car340526-2016-Pass1-Z4-015652_tdauda.txt;Butbut;0.362
Car340675-2019-Pass1-Z1-S4U07662_tdauda.txt;Butbut;0.315
Car340699-2011-Pass1-Z1-0_tdauda.txt;Butbut;0.747
Car370737-2018-Pass1-Z1-VC1-S4U00301_tdauda.txt;Butbut;0.258
Car371061-2020-Pass1-Z1-PaRecPR414734_tdauda.txt;Butbut;0.2
Car041499-2016-Pass1-Z1-US2102-015652_tdauda.txt;Canfam;0.781
Car071106-2019-Pass2-A2-VC05SM400005_tdauda.txt;Canfam;0.558
Car131156-2019-Pass3-Z1-MU201092-S4U04838-S4U04838_tdauda.txt;Canfam;0.722
Car191392-2017-Pass2-Z2-VC3-016647-BVE_tdauda.txt;Canfam;0.316
Car220613-2015-Pass1-Z1-M-TEB504-003760_tdauda.txt;Canfam;0.705
Car331051-2020-Pass1-Z1-VC1-1_tdauda.txt;Canfam;0.856
Car340133-2020-Pass1-Z14-9388_tdauda.txt;Canfam;0.855
Car340167-2017-Pass3-Z1-0_tdauda.txt;Canfam;0.521
Car340247-2019-Pass1-Z9-015652-ETOIL_tdauda.txt;Canfam;0.191
Car051111-2020-Pass1-Z1-X-18091597-0_tdauda.txt;Capeur;0.628
Car071106-2019-Pass2-A2-VC05SM400005_tdauda.txt;Capeur;0.29
Car100825-2019-Pass1-Z1-AM20-0_tdauda.txt;Capeur;0.531
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Capeur;0.103
Car120815-2020-Pass1-Z1-BERTHPR553463_tdauda.txt;Capeur;0.982
Car131156-2019-Pass3-Z1-MU201092-S4U04838-S4U04838_tdauda.txt;Capeur;0.284
Car170117-2019-Pass2-Z1-1-D500n4_tdauda.txt;Capeur;0.322
Car171619-2019-Pass1-Z2-1-S4U05038_tdauda.txt;Capeur;0.996
Car201600-2016-Pass1-Z2-VC2-016817-AJJAC_tdauda.txt;Capeur;0.447
Car221112-2015-Pass1-Z2-I-HB2007-017598_tdauda.txt;Capeur;0.178
Car281464-2020-Pass1-Z1-20200731_tdauda.txt;Capeur;0.945
Car300021-2018-Pass2-Z1-017334-017334_tdauda.txt;Capeur;0.828
Car340133-2020-Pass1-Z14-9388_tdauda.txt;Capeur;0.925
Car340167-2017-Pass3-Z4-0_tdauda.txt;Capeur;0.995
Car340319-2015-Pass1-G2-16701_tdauda.txt;Capeur;0.132
Car340729-2019-Pass2-Z1-327_tdauda.txt;Capeur;0.373
Car371329-2017-Pass1-Z1-VC1-016611_tdauda.txt;Capeur;0.282
Car030612-2019-Pass2-Z1-014864-GYEON_tdauda.txt;Carcar;0.117
Car041499-2016-Pass1-Z1-US2102-015652_tdauda.txt;Carcar;0.487
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Carcar;0.132
Car211151-2020-Pass10-Z1-20200506_tdauda.txt;Carcar;0.467
Car220613-2015-Pass1-Z1-M-TEB504-003760_tdauda.txt;Carcar;0.291
Car221112-2015-Pass1-Z2-I-HB2007-017598_tdauda.txt;Carcar;0.628
Car340331-2017-Pass2-Z3-017933_tdauda.txt;Carcar;0.153
Car340729-2019-Pass2-Z1-327_tdauda.txt;Carcar;0.101
Car380650-2018-Pass1-Z2-L2003738-_tdauda.txt;Carcar;0.154
Car260543-2018-Pass1-Z8-VC5-SM400005_tdauda.txt;Carcit;0.187
Car340240-2015-Pass1-Z1-34GUI5-1_tdauda.txt;Cerbra;0.715
Car210997-2019-Pass1-A2-20190630_tdauda.txt;Cerfam;0.136
Car171694-2018-Pass1-Z3-3B3A-SM306162_tdauda.txt;Chlchl;0.724
Car210997-2019-Pass1-A2-20190630_tdauda.txt;Chlchl;0.373
Car211151-2020-Pass10-Z1-20200506_tdauda.txt;Chlchl;0.162
Car340240-2015-Pass1-Z1-34GUI5-1_tdauda.txt;Chlchl;0.165
Car170117-2019-Pass2-Z1-1-D500n4_tdauda.txt;Chrrid;0.251
Car090427-2017-Pass2-Z2-19L_tdauda.txt;Cicatr;0.205
Car300639-2012-Pass2-Z1-la_tdauda.txt;Cicatr;0.379
Car320853-2018-Pass1-Z5-164R_tdauda.txt;Cicatr;0.516
Car090427-2017-Pass2-Z2-19L_tdauda.txt;Cicbre;0.61
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Cicbre;0.13
Car120815-2020-Pass1-Z1-BERTHPR553463_tdauda.txt;Cicbre;0.675
Car170817-2016-Pass1-Z20-MU104331-SM303326_tdauda.txt;Cicbre;0.547
Car300427-2017-Pass1-Z1-XU101444-017508_tdauda.txt;Cicbre;0.657
Car320853-2018-Pass1-Z5-164R_tdauda.txt;Cicbre;0.172
Car340099-2017-Pass1-Z4-Gazipasa_tdauda.txt;Cicbre;0.548
Car340167-2012-Pass1-Z1-Montagne_tdauda.txt;Cicbre;0.36
Car340546-2016-Pass2-Z1-BET-34ESP301-1_tdauda.txt;Cicbre;0.583
Car340770-2019-Pass2-Z7-MU110916-S4U08131_tdauda.txt;Cicbre;0.124
Car371329-2017-Pass1-Z1-VC1-016611_tdauda.txt;Cicbre;0.688
Car041499-2016-Pass1-Z1-US2102-015652_tdauda.txt;Ciccic;0.548
Car060940-2018-Pass1-Z1-SMXUS_tdauda.txt;Ciccic;0.388
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Ciccic;0.136
Car120815-2020-Pass1-Z1-BERTHPR553463_tdauda.txt;Ciccic;0.954
Car260361-2018-Pass1-H2-1623-1263-0_tdauda.txt;Ciccic;0.737
Car340167-2017-Pass3-Z4-0_tdauda.txt;Ciccic;0.987
Car340240-2015-Pass1-Z1-34GUI5-1_tdauda.txt;Ciccic;0.128
Car340543-2020-Pass1-Z1-34ESP13-22_tdauda.txt;Ciccic;0.987
Car041499-2016-Pass1-Z1-US2102-015652_tdauda.txt;Cicorn;0.557
Car170818-2016-Pass1-Z19-MU101535-SM303365_tdauda.txt;Cicorn;0.406
Car170818-2016-Pass1-Z33-MU102456-SM303365_tdauda.txt;Cicorn;0.294
Car251175-2017-Pass1-Z1-BatLog_tdauda.txt;Cicorn;0.311
Car300624-2019-Pass1-Z2-BL08-Aig_tdauda.txt;Cicorn;0.402
Car340319-2015-Pass1-G2-16701_tdauda.txt;Cicorn;0.242
Car340818-2011-Pass1-Z8-0_tdauda.txt;Cincin;0.131
Car371061-2020-Pass1-Z1-PaRecPR414734_tdauda.txt;Cirpyg;0.238
Car160041-2019-Pass1-Z1-VestasV110_tdauda.txt;Coccoc;0.499
Car340526-2016-Pass1-Z4-015652_tdauda.txt;Coccoc;0.354
Car380650-2018-Pass1-Z2-L2003738-_tdauda.txt;Colmon;0.133
Car160041-2019-Pass1-Z1-VestasV110_tdauda.txt;Colpal;0.335
Car191392-2017-Pass2-Z2-VC3-016647-BVE_tdauda.txt;Colpal;0.153
Car201600-2016-Pass1-Z2-VC2-016817-AJJAC_tdauda.txt;Colpal;0.29
Car220613-2015-Pass1-Z1-M-TEB504-003760_tdauda.txt;Colpal;0.198
Car331051-2020-Pass1-Z1-VC1-1_tdauda.txt;Colpal;0.586
Car340247-2019-Pass1-Z9-015652-ETOIL_tdauda.txt;Colpal;0.126
Car340331-2017-Pass2-Z3-017933_tdauda.txt;Colpal;0.181
Car340729-2019-Pass2-Z1-327_tdauda.txt;Colpal;0.248
Car041499-2016-Pass1-Z1-US2102-015652_tdauda.txt;Corcor;0.374
Car060940-2018-Pass1-Z1-SMXUS_tdauda.txt;Corcor;0.583
Car331051-2020-Pass1-Z1-VC1-1_tdauda.txt;Corcor;0.462
Car340133-2020-Pass1-Z14-9388_tdauda.txt;Corcor;0.587
Car060940-2018-Pass1-Z1-SMXUS_tdauda.txt;Corcor2;0.67
Car060940-2018-Pass1-Z1-SMXUS_tdauda.txt;Corfru;0.593
Car340133-2020-Pass1-Z14-9388_tdauda.txt;Corfru;0.614
Car100825-2019-Pass1-Z1-AM20-0_tdauda.txt;Cotcot;0.56
Car171694-2018-Pass1-Z3-3B3A-SM306162_tdauda.txt;Cotcot;0.827
Car211151-2020-Pass10-Z1-20200506_tdauda.txt;Cotcot;0.337
Car340099-2017-Pass1-Z4-Gazipasa_tdauda.txt;Cotcot;0.198
Car340729-2019-Pass2-Z1-327_tdauda.txt;Cotcot;0.397
Car371061-2020-Pass1-Z1-PaRecPR414734_tdauda.txt;Cotcot;0.694
Car380650-2018-Pass1-Z2-L2003738-_tdauda.txt;Cotcot;0.924
Car071286-2020-Pass1-C1-VC1-S4U10690_tdauda.txt;Crecre;0.279
Car131156-2019-Pass3-Z1-MU201092-S4U04838-S4U04838_tdauda.txt;Crecre;0.684
Car160041-2019-Pass1-Z1-VestasV110_tdauda.txt;Crecre;0.38
Car170117-2019-Pass2-Z1-1-D500n4_tdauda.txt;Crecre;0.186
Car191392-2017-Pass2-Z2-VC3-016647-BVE_tdauda.txt;Crecre;0.691
Car320853-2018-Pass1-Z5-164R_tdauda.txt;Crecre;0.505
Car340334-2019-Pass1-Z6-015652L_tdauda.txt;Crecre;0.931
Car340675-2019-Pass1-Z1-S4U07662_tdauda.txt;Crecre;0.384
Car340729-2019-Pass2-Z1-327_tdauda.txt;Crecre;0.459
Car340818-2011-Pass1-Z8-0_tdauda.txt;Crecre;0.263
Car380701-2019-Pass1-Z1-102193-010614_tdauda.txt;Crecre;0.411
Car041499-2016-Pass1-Z1-US2102-015652_tdauda.txt;Cuccan;0.687
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Cuccan;0.149
Car131156-2019-Pass3-Z1-MU201092-S4U04838-S4U04838_tdauda.txt;Cuccan;0.724
Car210997-2019-Pass1-A2-20190630_tdauda.txt;Cuccan;0.25
Car220613-2015-Pass1-Z1-M-TEB504-003760_tdauda.txt;Cuccan;0.402
Car340133-2020-Pass1-Z14-9388_tdauda.txt;Cuccan;0.636
Car340247-2019-Pass1-Z9-015652-ETOIL_tdauda.txt;Cuccan;0.138
Car071106-2019-Pass2-A2-VC05SM400005_tdauda.txt;Decalb;0.172
Car071285-2020-Pass1-C1-VC1-S4U02342_tdauda.txt;Decalb;0.146
Car090427-2017-Pass2-Z2-19L_tdauda.txt;Decalb;0.515
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Decalb;0.559
Car170483-2020-Pass1-Z1-S4U09247_tdauda.txt;Decalb;0.427
Car170818-2016-Pass1-Z19-MU101535-SM303365_tdauda.txt;Decalb;0.625
Car170818-2016-Pass1-Z33-MU102456-SM303365_tdauda.txt;Decalb;0.483
Car200014-2018-Pass2-Z2-017607_tdauda.txt;Decalb;0.241
Car242046-2017-Pass1-Z1-CEN2-S4U01588_tdauda.txt;Decalb;0.516
Car300021-2018-Pass2-Z1-017334-017334_tdauda.txt;Decalb;0.763
Car300427-2017-Pass1-Z1-XU101444-017508_tdauda.txt;Decalb;0.298
Car300624-2019-Pass1-Z2-BL08-Aig_tdauda.txt;Decalb;0.473
Car320853-2018-Pass1-Z5-164R_tdauda.txt;Decalb;0.688
Car331423-2017-Pass1-Z1-SMMU1-S4U02933_tdauda.txt;Decalb;0.867
Car340133-2018-Pass1-Z16-1623-1263-0_tdauda.txt;Decalb;0.7
Car340319-2015-Pass1-G2-16701_tdauda.txt;Decalb;0.803
Car340675-2019-Pass1-Z1-S4U07662_tdauda.txt;Decalb;0.188
Car011306-2020-Pass1-Z1-SMM-U2S03_tdauda.txt;Denmaj;0.358
Car041499-2016-Pass1-Z1-US2102-015652_tdauda.txt;Denmaj;0.732
Car060940-2018-Pass1-Z1-SMXUS_tdauda.txt;Denmaj;0.726
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Denmaj;0.174
Car151280-2018-Pass1-H2-0_tdauda.txt;Denmaj;0.56
Car170117-2019-Pass2-Z1-1-D500n4_tdauda.txt;Denmaj;0.886
Car170817-2016-Pass1-Z20-MU104331-SM303326_tdauda.txt;Denmaj;0.614
Car171619-2019-Pass1-Z2-1-S4U05038_tdauda.txt;Denmaj;0.861
Car190279-2019-Pass2-Z1-U1-1_tdauda.txt;Denmaj;0.675
Car200014-2018-Pass2-Z2-017607_tdauda.txt;Denmaj;0.214
Car211151-2020-Pass10-Z1-20200506_tdauda.txt;Denmaj;0.791
Car291579-2019-Pass2-Z11-013740_tdauda.txt;Denmaj;0.311
Car291658-2019-Pass2-Z1-003760_tdauda.txt;Denmaj;0.847
Car331051-2020-Pass1-Z1-VC1-1_tdauda.txt;Denmaj;0.922
Car331051-2020-Pass2-Z1-VC1-1_tdauda.txt;Denmaj;0.733
Car340133-2020-Pass1-Z14-9388_tdauda.txt;Denmaj;0.901
Car340167-2017-Pass3-Z4-0_tdauda.txt;Denmaj;0.46
Car340247-2019-Pass1-Z9-015652-ETOIL_tdauda.txt;Denmaj;0.587
Car340167-2017-Pass3-Z4-0_tdauda.txt;Drymin;0.32
Car051111-2020-Pass1-Z1-X-18091597-0_tdauda.txt;Embcia;0.395
Car160041-2019-Pass1-Z1-VestasV110_tdauda.txt;Embcia;0.542
Car340240-2015-Pass1-Z1-34GUI5-1_tdauda.txt;Embcia;0.712
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Embcir;0.115
Car171694-2018-Pass1-Z3-3B3A-SM306162_tdauda.txt;Embcir;0.737
Car210997-2019-Pass1-A2-20190630_tdauda.txt;Embcir;0.574
Car340240-2015-Pass1-Z1-34GUI5-1_tdauda.txt;Embcir;0.585
Car371329-2017-Pass1-Z1-VC1-016611_tdauda.txt;Embcir;0.155
Car041499-2016-Pass1-Z1-US2102-015652_tdauda.txt;Embcit;0.942
Car071106-2019-Pass2-A2-VC05SM400005_tdauda.txt;Embcit;0.943
Car071285-2020-Pass1-C1-VC1-S4U02342_tdauda.txt;Embcit;0.87
Car071309-2020-Pass1-C1-VC1-S4U02342_tdauda.txt;Embcit;0.904
Car071354-2019-Pass3-F1-VC1-S4U02342_tdauda.txt;Embcit;0.573
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Embcit;0.563
Car111202-2018-Pass2-Z1-US305-008951_tdauda.txt;Embcit;0.858
Car171619-2019-Pass1-Z2-1-S4U05038_tdauda.txt;Embcit;0.397
Car171694-2018-Pass1-Z3-3B3A-SM306162_tdauda.txt;Embcit;0.939
Car201600-2016-Pass1-Z2-VC2-016817-AJJAC_tdauda.txt;Embcit;0.238
Car210997-2019-Pass1-A2-20190630_tdauda.txt;Embcit;0.611
Car260543-2018-Pass1-Z8-VC5-SM400005_tdauda.txt;Embcit;0.466
Car300021-2018-Pass2-Z1-017334-017334_tdauda.txt;Embcit;0.331
Car300639-2012-Pass2-Z1-la_tdauda.txt;Embcit;0.486
Car331051-2020-Pass2-Z1-VC1-1_tdauda.txt;Embcit;0.972
Car340133-2020-Pass1-Z14-9388_tdauda.txt;Embcit;0.26
Car340240-2015-Pass1-Z1-34GUI5-1_tdauda.txt;Embcit;0.8
Car340247-2019-Pass1-Z9-015652-ETOIL_tdauda.txt;Embcit;0.897
Car371061-2020-Pass1-Z1-PaRecPR414734_tdauda.txt;Embcit;0.474
Car340133-2018-Pass1-Z16-1623-1263-0_tdauda.txt;Embsch;0.304
Car340167-2017-Pass3-Z4-0_tdauda.txt;Epical;0.936
Car071106-2019-Pass2-A2-VC05SM400005_tdauda.txt;Erirub;0.252
Car071285-2020-Pass1-C1-VC1-S4U02342_tdauda.txt;Erirub;0.981
Car090427-2017-Pass2-Z2-19L_tdauda.txt;Erirub;0.461
Car110393-2020-Pass1-Z1-010278-DIG_tdauda.txt;Erirub;0.134
Car160041-2019-Pass1-Z1-VestasV110_tdauda.txt;Erirub;0.167
Car170117-2019-Pass2-Z1-1-D500n4_tdauda.txt;Erirub;0.247
Car170818-2016-Pass1-Z19-MU101535-SM303365_tdauda.txt;Erirub;0.568
Car171694-2018-Pass1-Z3-3B3A-SM306162_tdauda.txt;Erirub;0.722
Car200014-2018-Pass2-Z2-017607_tdauda.txt;Erirub;0.17
Car210997-2019-Pass1-A2-20190630_tdauda.txt;Erirub;0.984
Car211151-2020-Pass10-Z1-20200506_tdauda.txt;Erirub;0.142
Car211339-2019-Pass1-Z1-BMXUS1n6-SM2-1_tdauda.txt;Erirub;0.284
Car220613-2015-Pass1-Z1-M-TEB504-003760_tdauda.txt;Erirub;0.98
Car260543-2018-Pass1-Z8-VC5-SM400005_tdauda.txt;Erirub;0.308
Car291658-2019-Pass2-Z1-003760_tdauda.txt;Erirub;0.387
Car300021-2018-Pass2-Z1-017334-017334_tdauda.txt;Erirub;0.288
Car300639-2012-Pass2-Z1-la_tdauda.txt;Erirub;0.992
Car320853-2018-Pass1-Z5-164R_tdauda.txt;Erirub;0.175
Car330110-2014-Pass2-B1-OB-1_tdauda.txt;Erirub;0.19
Car331051-2020-Pass2-Z1-VC1-1_tdauda.txt;Erirub;0.986
Car331423-2017-Pass1-Z1-SMMU1-S4U02933_tdauda.txt;Erirub;0.297
Car340133-2018-Pass1-Z16-1623-1263-0_tdauda.txt;Erirub;0.424
Car340240-2015-Pass1-Z1-34GUI5-1_tdauda.txt;Erirub;0.965
Car340526-2016-Pass1-Z4-015652_tdauda.txt;Erirub;0.825
