numcla;sous-cas;nbepoch;numbase;moteur;batch-size;dimx;dimy;ndense
21660;5;98;11820;2;8;500;128;512
21660;6;100;11820;2;8;500;128;512
21660;7;69;11820;2;8;500;128;512
21660;8;82;11820;2;8;500;128;512
21660;9;96;11820;2;8;500;128;512
22615;1;60;11820;1;8;500;128;512
22615;2;66;11820;1;8;500;128;512
22615;3;75;11820;1;8;500;128;512
22615;4;78;11820;1;8;500;128;512
22615;5;82;11820;1;8;500;128;512
22615;6;84;11820;1;8;500;128;512
22615;7;86;11820;1;8;500;128;512
22615;8;89;11820;1;8;500;128;512
21661;1;88;11820;1;8;500;128;512
21661;2;91;11820;1;8;500;128;512
21661;3;96;11820;1;8;500;128;512
21890;1;64;11820;2;8;500;128;512
21890;2;67;11820;2;8;500;128;512
21890;3;71;11820;2;8;500;128;512
21890;4;72;11820;2;8;500;128;512
21890;5;86;11820;2;8;500;128;512
21890;6;97;11820;2;8;500;128;512
21890;7;78;11820;2;8;500;128;512
21890;8;94;11820;2;8;500;128;512
21890;9;98;11820;2;8;500;128;512
22616;1;66;11820;2;8;500;128;512
22616;2;83;11820;2;8;500;128;512
22616;3;90;11820;2;8;500;128;512
21670;1;67;11820;2;8;500;128;512
21670;2;72;11820;2;8;500;128;512
21670;3;73;11820;2;8;500;128;512
21670;4;82;11820;2;8;500;128;512
22617;1;82;11820;1;8;500;128;512
22617;2;90;11820;1;8;500;128;512
21891;1;61;11820;1;8;500;128;512
21891;2;69;11820;1;8;500;128;512
21891;3;91;11820;1;8;500;128;512
21891;4;97;11820;1;8;500;128;512
21891;5;58;11820;1;8;500;128;512
21891;6;59;11820;1;8;500;128;512
21891;7;60;11820;1;8;500;128;512
21892;1;64;11820;2;8;500;128;512
21892;2;73;11820;2;8;500;128;512
21892;3;75;11820;2;8;500;128;512
21892;4;94;11820;2;8;500;128;512
21892;5;95;11820;2;8;500;128;512
22618;1;72;11820;2;8;500;128;512
22618;2;99;11820;2;8;500;128;512
21671;1;81;11820;1;8;500;128;512
21671;2;93;11820;1;8;500;128;512
21671;3;100;11820;1;8;500;128;512
21893;1;64;11820;1;8;500;128;512
21893;2;77;11820;1;8;500;128;512
21893;3;96;11820;1;8;500;128;512
22619;1;63;11820;1;8;500;128;512
22619;2;80;11820;1;8;500;128;512
22619;3;87;11820;1;8;500;128;512
22619;4;99;11820;1;8;500;128;512
72698;1;87;72618;2;8;500;128;512
72619;1;70;72618;1;8;500;128;512
72619;2;79;72618;1;8;500;128;512
72619;3;87;72618;1;8;500;128;512
72628;1;75;72618;2;8;500;128;512
72628;2;77;72618;2;8;500;128;512
72628;3;100;72618;2;8;500;128;512
72629;1;83;72618;1;8;500;128;512
21899;1;87;11820;1;8;500;128;512
72630;1;86;72618;2;8;500;128;512
72630;2;90;72618;2;8;500;128;512
72630;3;95;72618;2;8;500;128;512
21894;1;82;11820;2;8;500;128;512
21894;2;93;11820;2;8;500;128;512
21895;1;89;11820;1;8;500;128;512
21895;2;100;11820;1;8;500;128;512
72631;1;99;72618;1;8;500;128;512
21896;1;87;11820;2;8;500;128;512
21896;2;99;11820;2;8;500;128;512
21897;1;89;11820;1;8;500;128;512
71670;1;86;72618;2;8;500;128;512
71671;1;100;72618;1;8;500;128;512
21898;1;81;11820;2;8;500;128;512
21898;2;89;11820;2;8;500;128;512
21920;1;69;11820;2;8;500;128;512
21920;2;89;11820;2;8;500;128;512
21922;1;82;11820;2;8;500;128;512
21922;2;65;11820;2;8;500;128;512
21924;1;96;11820;2;8;500;128;512
21924;2;65;11820;2;8;500;128;512
21930;1;69;11820;2;8;500;128;512
21930;2;68;11820;2;8;500;128;512
21932;1;68;11820;2;8;500;128;512
21932;2;63;11820;2;8;500;128;512
21934;1;84;11820;2;8;500;128;512
21934;2;100;11820;2;8;500;128;512
21936;1;67;11820;2;8;500;128;512
21936;2;95;11820;2;8;500;128;512
10282;1;80;10210;2;8;500;128;512
10282;2;95;10210;2;8;500;128;512
10283;1;91;10210;2;8;500;128;512
10283;2;90;10210;2;8;500;128;512
10284;1;79;10210;2;8;500;128;512
10284;2;80;10210;2;8;500;128;512
10285;1;96;10210;2;8;500;128;512
10285;2;78;10210;2;8;500;128;512
10286;1;99;10210;2;8;500;128;512
10286;2;100;10210;2;8;500;128;512
22622;1;89;11820;2;8;500;128;512
22622;2;92;11820;2;8;500;128;512
22623;1;99;11820;2;8;500;128;512
22623;2;76;11820;2;8;500;128;512
22624;1;76;11820;2;8;500;128;512
22624;2;72;11820;2;8;500;128;512
22625;1;98;11820;2;8;500;128;512
22625;2;100;11820;2;8;500;128;512
22626;1;85;11820;2;8;500;128;512
22626;2;99;11820;2;8;500;128;512
72622;1;99;72618;2;8;500;128;512
72622;2;62;72618;2;8;500;128;512
72623;1;86;72618;2;8;500;128;512
72623;2;82;72618;2;8;500;128;512
72624;1;81;72618;2;8;500;128;512
72624;2;68;72618;2;8;500;128;512
72625;1;96;72618;2;8;500;128;512
72625;2;87;72618;2;8;500;128;512
72626;1;95;72618;2;8;500;128;512
72626;2;99;72618;2;8;500;128;512
22805;1;85;22805;2;8;500;128;512
22805;2;88;22805;2;8;500;128;512
22810;1;74;22805;2;8;500;128;512
22810;2;79;22805;2;8;500;128;512
22910;1;77;22805;2;8;500;128;512
22910;2;85;22805;2;8;500;128;512
121892;1;99;11820;2;8;500;128;512
121902;1;100;11820;2;8;500;128;512
121902;2;83;11820;2;8;500;128;512
121630;1;81;11820;2;8;500;128;512
121630;2;96;11820;2;8;500;128;512
121631;1;94;11820;2;8;500;128;512
121631;2;90;11820;2;8;500;128;512
121632;1;94;11820;2;8;500;128;512
121632;2;88;11820;2;8;500;128;512
121633;1;83;11820;2;8;500;128;512
121633;2;62;11820;2;8;500;128;512
121634;1;81;11820;2;8;500;128;512
121634;2;98;11820;2;8;500;128;512
121893;1;84;11820;2;8;500;128;512
121893;2;97;11820;2;8;500;128;512
121894;1;94;11820;2;8;500;128;512
121894;2;85;11820;2;8;500;128;512
121895;1;78;11820;2;8;500;128;512
121895;2;81;11820;2;8;500;128;512
121896;1;97;11820;2;8;500;128;512
121896;2;71;11820;2;8;500;128;512
121897;1;99;11820;2;8;500;128;512
121897;2;84;11820;2;8;500;128;512
121903;1;92;11820;2;8;500;128;512
121903;2;90;11820;2;8;500;128;512
121904;1;97;11820;2;8;500;128;512
121904;2;76;11820;2;8;500;128;512
121905;1;88;11820;2;8;500;128;512
121905;2;65;11820;2;8;500;128;512
121906;1;97;11820;2;8;500;128;512
121906;2;72;11820;2;8;500;128;512
121907;1;84;11820;2;8;500;128;512
121907;2;63;11820;2;8;500;128;512
121910;1;69;11820;2;8;500;128;512
121910;2;100;11820;2;8;500;128;512
121911;1;106;11820;2;8;500;128;512
121911;2;105;11820;2;8;500;128;512
121912;1;80;11820;2;8;500;128;512
121912;2;97;11820;2;8;500;128;512
121913;1;100;11820;2;8;500;128;512
121913;2;110;11820;2;8;500;128;512
121914;1;76;11820;2;8;500;128;512
121914;2;95;11820;2;8;500;128;512
301000;1;116;11820;2;8;500;128;512
301000;2;118;11820;2;8;500;128;512
301000;3;83;11820;2;8;500;128;512
301000;4;72;11820;2;8;500;128;512
21632;1;81;11820;2;8;500;128;512
21632;2;91;11820;2;8;500;128;512
21633;1;92;11820;2;8;500;128;512
21633;2;77;11820;2;8;500;128;512
21634;1;79;11820;2;8;500;128;512
21634;2;77;11820;2;8;500;128;512
21635;1;73;11820;2;8;500;128;512
21635;2;72;11820;2;8;500;128;512
21636;1;89;11820;2;8;500;128;512
21636;2;97;11820;2;8;500;128;512
301100;1;86;11820;2;8;500;128;512
301100;2;60;11820;2;8;500;128;512
301150;1;87;11820;2;8;500;128;512
301150;2;77;11820;2;8;500;128;512
110280;1;70;10210;2;8;500;128;512
110280;2;69;10210;2;8;500;128;512
121920;1;76;11820;2;8;500;128;512
121920;2;87;11820;2;8;500;128;512
221892;1;97;11820;2;8;500;128;512
221892;2;96;11820;2;8;500;128;512
121940;1;67;11820;2;8;500;128;512
121940;2;94;11820;2;8;500;128;512
110360;1;74;10210;2;8;500;128;512
110360;2;56;10210;2;8;500;128;512
121921;1;112;11820;2;8;500;128;512
121921;2;115;11820;2;8;500;128;512
121921;1;101;11820;2;8;500;128;512
121921;2;107;11820;2;8;500;128;512
121921;1;114;11820;2;8;500;128;512
121921;2;112;11820;2;8;500;128;512
221892;1;96;11820;2;8;500;128;512
221892;2;100;11820;2;8;500;128;512
221893;1;106;11820;2;8;500;128;512
221893;2;108;11820;2;8;500;128;512
221894;1;106;11820;2;8;500;128;512
221894;2;100;11820;2;8;500;128;512
221895;1;107;11820;2;8;500;128;512
221895;2;86;11820;2;8;500;128;512
221896;1;105;11820;2;8;500;128;512
221896;2;107;11820;2;8;500;128;512
121930;1;96;11820;2;8;500;128;512
121930;2;102;11820;2;8;500;128;512
121931;1;88;11820;2;8;500;128;512
121931;2;119;11820;2;8;500;128;512
121932;1;110;11820;2;8;500;128;512
121932;2;109;11820;2;8;500;128;512
121933;1;116;11820;2;8;500;128;512
121933;2;93;11820;2;8;500;128;512
121934;1;93;11820;2;8;500;128;512
121934;2;117;11820;2;8;500;128;512
22920;1;89;22805;2;8;500;128;512
22920;2;85;22805;2;8;500;128;512
301160;1;118;11820;2;8;500;128;512
301160;2;102;11820;2;8;500;128;512
301170;1;117;11820;2;8;500;128;512
301170;2;112;11820;2;8;500;128;512
301171;1;107;11820;2;8;500;128;512
301171;2;118;11820;2;8;500;128;512
301172;1;117;11820;2;8;500;128;512
301172;2;116;11820;2;8;500;128;512
301180;1;83;11820;2;8;500;128;512
301180;2;117;11820;2;8;500;128;512
301181;1;107;11820;2;8;500;128;512
301181;2;110;11820;2;8;500;128;512
390100;1;107;22805;2;8;500;128;512
390100;2;106;22805;2;8;500;128;512
390101;1;109;22805;2;8;500;128;512
390101;2;110;22805;2;8;500;128;512
390102;1;77;22805;2;8;500;128;512
390102;2;109;22805;2;8;500;128;512
390110;1;115;22805;2;8;500;128;512
390110;2;103;22805;2;8;500;128;512
390111;1;96;22805;2;8;500;128;512
390111;2;104;22805;2;8;500;128;512
390112;1;91;22805;2;8;500;128;512
390112;2;111;22805;2;8;500;128;512
390310;1;84;390310;2;8;500;128;512
390310;2;92;390310;2;8;500;128;512
390330;1;130;390330;2;8;500;128;512
390330;2;104;390330;2;8;500;128;512
390355;1;60;390330;2;8;500;128;512
390355;2;77;390330;2;8;500;128;512
390355;3;50;390330;2;8;500;128;512
390326;1;64;390330;2;8;500;128;512
390326;2;56;390330;2;8;500;128;512
390365;1;70;390330;2;8;500;128;512
390365;2;72;390330;2;8;500;128;512
390365;3;50;390330;2;8;500;128;512
390345;1;57;390330;2;8;500;128;512
390345;2;55;390330;2;8;500;128;512
121950;1;82;11820;2;8;500;128;512
121950;2;83;11820;2;8;500;128;512
121950;3;70;11820;2;8;500;128;512
121950;4;71;11820;2;8;500;128;512
121950;5;107;11820;2;8;500;128;512
121950;6;99;11820;2;8;500;128;512
121951;1;91;11820;2;8;500;128;512
121952;2;76;11820;2;8;500;128;512
390326;1;64;390330;2;8;500;128;512
390375;1;67;390375;2;8;500;128;512
390375;2;77;390375;2;8;500;128;512
390376;1;85;390375;2;8;500;128;512
390376;2;68;390375;2;8;500;128;512
100000;1;79;100000;2;8;500;128;512
100000;2;65;100000;2;8;500;128;512
100001;1;60;100000;2;8;500;128;512
100001;2;69;100000;2;8;500;128;512
100002;1;61;100000;2;8;500;128;512
100002;2;64;100000;2;8;500;128;512
100003;1;53;100000;2;8;500;128;512
100003;2;78;100000;2;8;500;128;512
100004;1;75;100000;2;8;500;128;512
100004;2;78;100000;2;8;500;128;512
390385;1;78;390375;2;8;500;128;512
390385;2;86;390375;2;8;500;128;512
390386;1;71;390375;2;8;500;128;512
390386;2;81;390375;2;8;500;128;512
390395;1;87;390395;2;8;500;128;512
390395;2;72;390395;2;8;500;128;512
22930;1;82;22805;2;8;500;128;512
22930;2;97;22805;2;8;500;128;512
22932;1;110;22805;2;8;500;128;512
22932;2;103;22805;2;8;500;128;512
22933;1;101;22805;2;8;500;128;512
22933;2;84;22805;2;8;500;128;512
22934;1;93;22805;2;8;500;128;512
22934;2;96;22805;2;8;500;128;512
22935;1;95;22805;2;8;500;128;512
22935;2;103;22805;2;8;500;128;512
22922;1;98;22805;2;8;500;128;512
22922;2;80;22805;2;8;500;128;512
22923;1;103;22805;2;8;500;128;512
22923;2;109;22805;2;8;500;128;512
22924;1;110;22805;2;8;500;128;512
22924;2;103;22805;2;8;500;128;512
22925;1;95;22805;2;8;500;128;512
22925;2;103;22805;2;8;500;128;512
390387;1;84;390375;2;8;500;128;512
390387;2;62;390375;2;8;500;128;512
390388;1;69;390375;2;8;500;128;512
390388;2;68;390375;2;8;500;128;512
390389;1;68;390375;2;8;500;128;512
390389;2;84;390375;2;8;500;128;512
390390;1;69;390375;2;8;500;128;512
390390;2;81;390375;2;8;500;128;512
390397;1;94;390395;2;8;500;128;512
390397;2;95;390395;2;8;500;128;512
390398;1;98;390395;2;8;500;128;512
390398;2;99;390395;2;8;500;128;512
390399;1;88;390395;2;8;500;128;512
390399;2;100;390395;2;8;500;128;512
390400;1;86;390395;2;8;500;128;512
390400;2;99;390395;2;8;500;128;512
390425;1;70;390395;2;8;500;128;512
390425;2;67;390395;2;8;500;128;512
390426;1;95;390395;2;8;500;128;512
390426;2;91;390395;2;8;500;128;512
390427;1;79;390395;2;8;500;128;512
390427;2;100;390395;2;8;500;128;512
390428;1;63;390395;2;8;500;128;512
390428;2;68;390395;2;8;500;128;512
390429;1;79;390395;2;8;500;128;512
390429;2;72;390395;2;8;500;128;512
22940;1;99;22805;2;8;500;128;512
22940;2;98;22805;2;8;500;128;512
22941;1;73;22805;2;8;500;128;512
22941;2;77;22805;2;8;500;128;512
22942;1;71;22805;2;8;500;128;512
22942;2;93;22805;2;8;500;128;512
22943;1;77;22805;2;8;500;128;512
22943;2;74;22805;2;8;500;128;512
22944;1;74;22805;2;8;500;128;512
22944;2;73;22805;2;8;500;128;512
390435;1;93;390395;2;8;500;128;512
390435;2;101;390395;2;8;500;128;512
390436;1;74;390395;2;8;500;128;512
390436;2;73;390395;2;8;500;128;512
390437;1;99;390395;2;8;500;128;512
390437;2;95;390395;2;8;500;128;512
390438;1;104;390395;2;8;500;128;512
390438;2;109;390395;2;8;500;128;512
390439;1;107;390395;2;8;500;128;512
390439;2;83;390395;2;8;500;128;512
390445;1;87;390445;2;8;500;128;512
390445;2;96;390445;2;8;500;128;512
390446;1;97;390445;2;8;500;128;512
390446;2;88;390445;2;8;500;128;512
390447;1;92;390445;2;8;500;128;512
390447;2;84;390445;2;8;500;128;512
390448;1;93;390445;2;8;500;128;512
390448;2;86;390445;2;8;500;128;512
390449;1;97;390445;2;8;500;128;512
390449;2;79;390445;2;8;500;128;512
390455;1;102;390445;2;8;500;128;512
390455;2;77;390445;2;8;500;128;512
390456;1;103;390445;2;8;500;128;512
390456;2;76;390445;2;8;500;128;512
390457;1;108;390445;2;8;500;128;512
390457;2;106;390445;2;8;500;128;512
390458;1;89;390445;2;8;500;128;512
390458;2;107;390445;2;8;500;128;512
390459;1;106;390445;2;8;500;128;512
390459;2;70;390445;2;8;500;128;512
390465;1;70;390395;2;8;500;128;512
390465;2;106;390395;2;8;500;128;512
390466;1;110;390395;2;8;500;128;512
390466;2;102;390395;2;8;500;128;512
390467;1;83;390395;2;8;500;128;512
390467;2;101;390395;2;8;500;128;512
390468;1;97;390395;2;8;500;128;512
390468;2;95;390395;2;8;500;128;512
390469;1;102;390395;2;8;500;128;512
390469;2;93;390395;2;8;500;128;512
390475;1;84;390395;2;8;500;128;512
390475;2;86;390395;2;8;500;128;512
390476;1;86;390395;2;8;500;128;512
390476;2;76;390395;2;8;500;128;512
390477;1;97;390395;2;8;500;128;512
390477;2;100;390395;2;8;500;128;512
390478;1;91;390395;2;8;500;128;512
390478;2;61;390395;2;8;500;128;512
390479;1;97;390395;2;8;500;128;512
390479;2;83;390395;2;8;500;128;512
390480;1;85;390395;2;8;500;128;512
390480;2;72;390395;2;8;500;128;512
390481;1;103;390395;2;8;500;128;512
390481;2;96;390395;2;8;500;128;512
390482;1;105;390395;2;8;500;128;512
390482;2;87;390395;2;8;500;128;512
390483;1;77;390395;2;8;500;128;512
390483;2;97;390395;2;8;500;128;512
390484;1;100;390395;2;8;500;128;512
390484;2;74;390395;2;8;500;128;512
390555;1;82;390445;2;8;500;128;512
390555;2;75;390445;2;8;500;128;512
390556;1;99;390445;2;8;500;128;512
390556;2;85;390445;2;8;500;128;512
390557;1;98;390445;2;8;500;128;512
390557;2;89;390445;2;8;500;128;512
390558;1;96;390445;2;8;500;128;512
390558;2;89;390445;2;8;500;128;512
390559;1;87;390445;2;8;500;128;512
390559;2;99;390445;2;8;500;128;512
390490;1;81;390395;2;8;500;128;512
390490;2;80;390395;2;8;500;128;512
390490;1;81;390395;2;8;500;128;512
390490;2;80;390395;2;8;500;128;512
390491;1;88;390395;2;8;500;128;512
390491;2;58;390395;2;8;500;128;512
390492;1;87;390395;2;8;500;128;512
390492;2;60;390395;2;8;500;128;512
390493;1;85;390395;2;8;500;128;512
390493;2;77;390395;2;8;500;128;512
390494;1;80;390395;2;8;500;128;512
390494;2;55;390395;2;8;500;128;512
390505;1;81;390395;2;8;500;128;512
390505;2;56;390395;2;8;500;128;512
390506;1;78;390395;2;8;500;128;512
390506;2;76;390395;2;8;500;128;512
390507;1;70;390395;2;8;500;128;512
390507;2;81;390395;2;8;500;128;512
390508;1;81;390395;2;8;500;128;512
390508;2;83;390395;2;8;500;128;512
390509;1;87;390395;2;8;500;128;512
390509;2;81;390395;2;8;500;128;512
390510;1;70;390395;2;8;500;128;512
390510;2;71;390395;2;8;500;128;512
390511;1;89;390395;2;8;500;128;512
390511;2;90;390395;2;8;500;128;512
390512;1;55;390395;2;8;500;128;512
390512;2;76;390395;2;8;500;128;512
390513;1;72;390395;2;8;500;128;512
390513;2;57;390395;2;8;500;128;512
390514;1;85;390395;2;8;500;128;512
390514;2;84;390395;2;8;500;128;512
100000;1;79;390395;2;8;500;128;512
100000;2;60;390395;2;8;500;128;512
100001;1;60;390395;2;8;500;128;512
100001;2;69;390395;2;8;500;128;512
100002;1;61;390395;2;8;500;128;512
100002;2;64;390395;2;8;500;128;512
100003;1;53;390395;2;8;500;128;512
100003;2;76;390395;2;8;500;128;512
100004;1;75;390395;2;8;500;128;512
100004;2;78;390395;2;8;500;128;512

